##############################
# Data for GDDR6_6
# CMD  ADDRESS      DATA
w      0812000421c    00000012
w      0812100421c    00000012
w      081200029ac    00000000
w      081210029ac    00000000
w      081200042c0    00000001
w      081210042c0    00000001
w      0812001000c    00000001
w      0812101000c    00000001
w      081200029e4    00000000
w      081210029e4    00000000
w      081200029dc    00000000
w      081210029dc    00000000
w      08120010050    00000000
w      08121010050    00000000
w      081200041c4    00000000
w      081210041c4    00000000
w      08120004010    00000001
w      08121004010    00000001
w      08120004000    00000000
w      08121004000    00000000
w      08120010040    00000000
w      08121010040    00000000
w      0812003c014    00000000
w      0812103c014    00000000
w      08120002944    000fffff
w      08121002944    000fffff
w      081200041c8    00004000
w      081210041c8    00004000
w      081200040dc    00000004
w      081210040dc    00000004
w      08120004224    00000007
w      08121004224    00000007
w      08120004228    00000018
w      08121004228    00000018
w      08120004064    00000020
w      08121004064    00000020
w      081200040b4    00000001
w      081210040b4    00000001
w      0812000287c    00000003
w      0812100287c    00000003
w      081200028cc    00000002
w      081210028cc    00000002
w      08120002864    00000000
w      08121002864    00000000
w      081200040c8    00000000
w      081210040c8    00000000
w      08120003c40    00000001
w      08121003c40    00000001
w      08120003c44    00000001
w      08121003c44    00000001
w      08120002858    00000000
w      08121002858    00000000
w      081200028d0    00000000
w      081210028d0    00000000
w      081200028bc    00000006
w      081210028bc    00000006
w      081200028c0    00000003
w      081210028c0    00000003
w      081200028e0    00000000
w      081210028e0    00000000
w      0812000289c    00000001
w      0812100289c    00000001
w      0812000293c    00000000
w      0812100293c    00000000
w      08120002898    00000001
w      08121002898    00000001
w      08120002880    00000006
w      08121002880    00000006
w      08120002850    00000000
w      08121002850    00000000
w      08120002930    00000020
w      08121002930    00000020
w      08120002890    00000000
w      08121002890    00000000
w      08120002878    0000000e
w      08121002878    0000000e
w      08120002874    00000003
w      08121002874    00000003
w      081200028d4    00000000
w      081210028d4    00000000
w      0812000290c    00000000
w      0812100290c    00000000
w      08120002894    00000000
w      08121002894    00000000
w      081200028b0    00000000
w      081210028b0    00000000
w      081200028b4    00000000
w      081210028b4    00000000
w      081200028b8    00000000
w      081210028b8    00000000
w      081200028c4    00000000
w      081210028c4    00000000
w      08120004044    00000032
w      08121004044    00000032
w      081200028f0    00000036
w      081210028f0    00000036
w      081200028e4    00000000
w      081210028e4    00000000
w      08120002904    00000000
w      08121002904    00000000
w      081200028c8    00000000
w      081210028c8    00000000
w      081200028ac    00000000
w      081210028ac    00000000
w      08120002908    00000000
w      08121002908    00000000
w      08120002888    00000000
w      08121002888    00000000
w      081200028a4    00000000
w      081210028a4    00000000
w      081200028a8    00000000
w      081210028a8    00000000
w      081200028e8    00000000
w      081210028e8    00000000
w      08120002854    00000000
w      08121002854    00000000
w      0812000288c    00000000
w      0812100288c    00000000
w      08120002868    00000001
w      08121002868    00000001
w      08120002870    00000000
w      08121002870    00000000
w      08120002884    0000000b
w      08121002884    0000000b
w      081200028f8    00000002
w      081210028f8    00000002
w      081200028fc    00000002
w      081210028fc    00000002
w      081200028f4    00000001
w      081210028f4    00000001
w      08120002900    00000001
w      08121002900    00000001
w      081200028a0    00000000
w      081210028a0    00000000
w      08122030000    00008187
w      08122030004    0000576e
w      08122030008    000037ad
w      0812203000c    00001152
w      08122030010    000067e8
w      08122030014    0000a3f4
w      08122030018    0000ffff
w      0812203001c    00000894
w      08122030020    00001e24
w      08122030024    00001024
w      0812203c2e4    00000707
w      0812203c2e8    00000058
w      0812000286c    00000003
w      0812100286c    00000003
w      0812000284c    0000000a
w      0812100284c    0000000a
w      08120002968    00000001
w      08121002968    00000001
w      0812003c028    00000000
w      0812103c028    00000000
w      0812003c014    00000000
w      0812103c014    00000000
w      0812000296c    00000001
w      0812100296c    00000001
w      08120002970    00000003
w      08121002970    00000003
w      08120004420    00000018
w      08121004420    00000018
w      08120004414    00000003
w      08121004414    00000003
w      08120004718    000000aa
w      08121004718    000000aa
w      08120006410    00000006
w      08121006410    00000006
w      0812203007c    00000809
w      08122030054    00000000
w      0812203d914    0000002a
w      08122032000    00000001
w      08122032000    00000003
w      0812203d600    0000000f
w      0812203c000    00000001
w      08122030060    00003001
w      08122033e48    00000000
w      0812203fe80    00000000
w      0812203d890    00000000
w      081220300b0    00000080
w      081220300b4    00000005
w      08122000420    00000505
w      0812200c00c    0000414b
w      0812200c010    00000284
w      0812200c014    000001b8
w      0812203c050    0000000c
w      0812200040c    000000fd
w      08122000210    00000003
w      0812201006c    0000eb2f
w      0812202006c    0000fffc
w      08122000408    0000fbbd
w      08123000004    000012c0
w      08123000008    00001ff0
