##############################
# Data for GDDR6_4
# CMD  ADDRESS      DATA
w      0810203007c    00000809
w      08102030054    00000000
w      0810203d914    0000002a
w      08102032000    00000001
w      08102032000    00000003
w      0810203d600    0000000f
w      0810203c000    00000001
w      08102030060    00003001
w      08102033e48    00000000
w      0810203fe80    00000000
w      0810203d890    00000000
w      081020300b0    00000080
w      081020300b4    00000005
w      08102000420    00000505
w      0810200c00c    0000414b
w      0810200c010    00000284
w      0810200c014    000001b8
w      0810203c050    0000000c
w      0810200040c    000000fd
w      08102000210    00000003
w      0810201006c    0000eb2f
w      0810202006c    0000fffc
w      08102000408    0000fbbd
w      08103000004    00001280
w      08103000008    00001ff0
