##############################
# Data for GDDR6_2
# CMD  ADDRESS      DATA
w      0802100290c    00000000
w      08020002894    00000000
w      08021002894    00000000
w      080200028b0    00000000
w      080210028b0    00000000
w      080200028b4    00000000
w      080210028b4    00000000
w      080200028b8    00000000
w      080210028b8    00000000
w      080200028c4    00000000
w      080210028c4    00000000
w      08020004044    00000032
w      08021004044    00000032
w      080200028f0    00000036
w      080210028f0    00000036
w      080200028e4    00000000
w      080210028e4    00000000
w      08020002904    00000000
w      08021002904    00000000
w      080200028c8    00000000
w      080210028c8    00000000
w      080200028ac    00000000
w      080210028ac    00000000
w      08020002908    00000000
w      08021002908    00000000
w      08020002888    00000000
w      08021002888    00000000
w      080200028a4    00000000
w      080210028a4    00000000
w      080200028a8    00000000
w      080210028a8    00000000
w      080200028e8    00000000
w      080210028e8    00000000
w      08020002854    00000000
w      08021002854    00000000
w      0802000288c    00000000
w      0802100288c    00000000
w      08020002868    00000001
w      08021002868    00000001
w      08020002870    00000000
w      08021002870    00000000
w      08020002884    0000000b
w      08021002884    0000000b
w      080200028f8    00000002
w      080210028f8    00000002
w      080200028fc    00000002
w      080210028fc    00000002
w      080200028f4    00000001
w      080210028f4    00000001
w      08020002900    00000001
w      08021002900    00000001
w      080200028a0    00000000
w      080210028a0    00000000
w      08022030000    00008187
w      08022030004    0000576e
w      08022030008    000037ad
w      0802203000c    00001152
w      08022030010    000067e8
w      08022030014    0000a3f4
w      08022030018    0000ffff
w      0802203001c    00000894
w      08022030020    00001e24
w      08022030024    00001024
w      0802203c2e4    00000707
w      0802203c2e8    00000058
w      0802000286c    00000003
w      0802100286c    00000003
w      0802000284c    0000000a
w      0802100284c    0000000a
w      08020002968    00000001
w      08021002968    00000001
w      0802003c028    00000000
w      0802103c028    00000000
w      0802003c014    00000000
w      0802103c014    00000000
w      0802000296c    00000001
w      0802100296c    00000001
w      08020002970    00000003
w      08021002970    00000003
w      08020004420    00000018
w      08021004420    00000018
w      08020004414    00000003
w      08021004414    00000003
w      08020004718    000000aa
w      08021004718    000000aa
w      08020006410    00000006
w      08021006410    00000006
w      0802203007c    00000809
w      08022030054    00000000
w      0802203d914    0000002a
w      08022032000    00000001
w      08022032000    00000003
w      0802203d600    0000000f
w      0802203c000    00000001
w      08022030060    00003001
w      08022033e48    00000000
w      0802203fe80    00000000
w      0802203d890    00000000
w      080220300b0    00000080
w      080220300b4    00000005
w      08022000420    00000505
w      0802200c00c    0000414b
w      0802200c010    00000284
w      0802200c014    000001b8
w      0802203c050    0000000c
w      0802200040c    000000fd
w      08022000210    00000003
w      0802201006c    0000eb2f
w      0802202006c    0000fffc
w      08022000408    0000fbbd
w      08023000004    00001253
w      08023000008    00001ff0
