##############################
# Data for GDDR6_0
# CMD  ADDRESS      DATA
w      08002030014    0000a3f4
w      08002030018    0000ffff
w      0800203001c    00000894
w      08002030020    00001e24
w      08002030024    00001024
w      0800203c2e4    00000707
w      0800203c2e8    00000058
w      0800000286c    00000003
w      0800100286c    00000003
w      0800000284c    0000000a
w      0800100284c    0000000a
w      08000002968    00000001
w      08001002968    00000001
w      0800003c028    00000000
w      0800103c028    00000000
w      0800003c014    00000000
w      0800103c014    00000000
w      0800000296c    00000001
w      0800100296c    00000001
w      08000002970    00000003
w      08001002970    00000003
w      08000004420    00000018
w      08001004420    00000018
w      08000004414    00000003
w      08001004414    00000003
w      08000004718    000000aa
w      08001004718    000000aa
w      08000006410    00000006
w      08001006410    00000006
w      0800203007c    00000809
w      08002030054    00000000
w      0800203d914    0000002a
w      08002032000    00000001
w      08002032000    00000003
w      0800203d600    0000000f
w      0800203c000    00000001
w      08002030060    00003001
w      08002033e48    00000000
w      0800203fe80    00000000
w      0800203d890    00000000
w      080020300b0    00000080
w      080020300b4    00000005
w      08002000420    00000505
w      0800200c00c    0000414b
w      0800200c010    00000284
w      0800200c014    000001b8
w      0800203c050    0000000c
w      0800200040c    000000fd
w      08002000210    00000003
w      0800201006c    0000eb2f
w      0800202006c    0000fffc
w      08002000408    0000fbbd
w      08003000004    00001213
w      08003000008    00001ff0
